SPF,valid,size,inputs,outputs
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(Z(), C(S(), C(S(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 8, 11, 14, 17, 20, 23, 26, 29, 32]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 4, 3, 3, 3, 3, 3, 3, 3]"
"C(R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 2, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), R(Z(), C(S(), C(S(), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
"C(S(), C(R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))), R(C(S(), Z()), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]"
"C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 1, 2, 2, 3, 4, 5, 6, 7]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 2, 2, 2, 2, 2, 2, 2]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 3, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 3, 2, 2, 3, 4, 5, 6, 7]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 7, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), R(Z(), C(S(), C(S(), C(S(), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 12, 21, 30, 39, 48, 57, 66, 75, 84]"
"C(R(Z(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))), P(2, 2)))), R(C(S(), Z()), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 1, 2, 2, 2, 2, 2, 2, 2]"
"C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 2, 0, 0, 1, 2, 3, 4, 5]"
"R(Z(), C(R(C(S(), Z()), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 1))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 2, 0, 1, 2, 3, 4, 5]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 5, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(C(S(), C(S(), Z())), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 1, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), R(C(S(), Z()), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 4, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(S(), S())))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[11, 15, 19, 23, 27, 31, 35, 39, 43, 47]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z())))))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 6, 5, 4, 3, 2, 1, 7, 6]"
"C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 2, 0, 1, 2, 3, 4, 5]"
"R(Z(), C(S(), C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 5, 4, 3, 5, 4, 3, 5, 4]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 2, 2, 4, 6, 8, 10, 12, 14]"
"C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
"C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 0, 0, 0, 1, 2, 3, 4, 5]"
"C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 2, 0, 2, 0, 2, 0, 2, 0]"
"C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 5, 6, 7, 8, 9, 10, 11, 12]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 7, 4, 5, 6, 7, 8, 9, 10, 11]"
"R(C(S(), Z()), C(R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1))), P(2, 2)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 2, 0, 0, 0, 0, 0, 0, 0]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 2, 3, 3, 4, 5, 6, 7, 8]"
"C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 3, 2, 1, 1, 1, 1, 1, 1]"
"R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 2, 0, 4, 2, 0, 4, 2, 0]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 0, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 5, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(R(C(S(), Z()), P(2, 1)), R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 1, 0, 1, 1, 1, 1, 1, 1]"
"C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 3, 2, 3, 4, 5, 6, 7, 8]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 3, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 5, 3, 4, 5, 6, 7, 8, 9]"
"R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 3, 1, 0, 0, 0, 0, 0, 0, 0]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 5, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), R(C(S(), Z()), C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 4, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 1, 2, 2, 3, 4, 5, 6, 7]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 2, 3, 2, 3, 4, 5, 6, 7]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(S(), C(S(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 9, 13, 17, 21, 25, 29, 33, 37, 41]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 7, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 0, 2, 3, 4, 5, 6, 7]"
"C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 1, 2, 1, 2, 1, 2, 1, 2]"
"C(R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 1, 1, 1, 2, 3, 4, 5]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 7, 5, 6, 7, 8, 9, 10, 11, 12]"
"R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 4, 3, 2, 1, 0, 4, 3]"
"R(C(S(), C(S(), Z())), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 0, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 1, 4, 7, 10, 13, 16, 19, 22]"
"R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 2, 0, 1, 2, 3, 4, 5]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 5, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 7, 8, 9, 10, 11, 12, 13, 14]"
"C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 7, 12, 17, 22, 27, 32, 37, 42]"
"C(S(), C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 5, 4, 3, 5, 4, 3, 5, 4]"
"C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 0, 2, 2, 2, 2, 2, 2, 2]"
"R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 4, 3, 2, 1, 0, 0, 0, 0]"
"R(C(S(), C(S(), Z())), C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 3, 0, 1, 2, 3, 4, 5, 6]"
"R(C(S(), C(S(), Z())), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 3, 0, 1, 2, 3, 4, 5, 6]"
"C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 4, 0, 1, 2, 3, 4, 5, 6]"
"R(C(S(), C(S(), Z())), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), C(S(), S()))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[16, 19, 22, 25, 28, 31, 34, 37, 40, 43]"
"C(R(Z(), P(2, 1)), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 2, 1, 0, 0, 4, 3, 2]"
"C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 1, 1, 1, 1, 1, 1, 1, 1]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 7, 8, 9, 10, 11, 12, 13, 14]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 4, 6, 8, 10, 12, 14, 16, 18]"
"R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 0, 0, 2, 4, 6, 8, 10, 12]"
"C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 3, 3, 0, 1, 2, 3, 4, 5]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z())))))), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 1, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), C(S(), R(Z(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[12, 12, 15, 18, 21, 24, 27, 30, 33, 36]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 7, 8, 9, 10, 11, 12, 13, 14]"
"C(R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 0, 0, 0, 0, 1, 2, 3, 4]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 0, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
"C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 3, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(S(), R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 3, 2, 2, 2, 2, 2, 2, 2]"
"C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 1, 0, 0, 0, 0, 0, 0]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), R(Z(), C(S(), C(S(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 12, 15, 18, 21, 24, 27, 30, 33, 36]"
"C(R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2)))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 5, 5, 5, 5, 5, 5, 5, 5]"
"C(S(), C(R(Z(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), P(2, 2)))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 2, 3, 2, 3, 2, 3, 2, 3]"
"C(R(Z(), P(2, 1)), R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 3, 2, 1, 0, 0, 3, 2, 1]"
"C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 3, 2, 3, 2, 3, 2, 3, 2]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 6, 4, 6, 4, 6, 4, 6, 4, 6]"
"R(Z(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 3, 2, 1, 3, 2, 1, 3]"
"R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1))), P(2, 2)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 4, 2, 0, 1, 4, 2, 0, 1]"
"C(S(), C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 4, 4, 4, 4, 4, 4, 4, 4]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 5, 10, 15, 20, 25, 30, 35]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 4, 3, 2, 1, 1, 1, 1, 1]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), R(C(S(), C(S(), C(S(), Z()))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 1, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 3, 1, 1, 2, 3, 4, 5, 6]"
"R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 2, 0, 1, 2, 3, 4, 5]"
