,expr,inputs,outputs,len,arity
5713,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), Z(), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 1)), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 1)))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())), P(4, 3)), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), Z(), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 1)), Z(), C(S(), C(C(S(), S()), C(S(), Z()))), C(R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z())))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(41, 25, 25, 25, 25, 25, 25, 25, 25, 25)",795,1.0
5714,"R(C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 1)))), C(C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 3)))), C(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(S(), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 2), Z(), P(4, 2))), P(4, 1), C(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(S(), S()), C(S(), Z())), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 14, 14, 14, 14, 14, 14, 14, 14, 14)",796,1.0
5715,"C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(2, 1)))), C(R(S(), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z())))), R(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), S())), P(4, 4), Z()), P(4, 3), P(4, 3), C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z()))), R(C(S(), S()), R(S(), C(S(), P(3, 2)), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(31, 19, 15, 15, 15, 15, 15, 15, 15, 15)",799,1.0
5716,"R(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 1), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 1), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(R(R(P(1, 1), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S()), P(4, 1), P(4, 4)), C(S(), Z()), C(C(S(), S()), C(S(), Z())), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 3, 2, 2, 3, 2, 3, 4, 5)",807,1.0
5717,"R(C(C(S(), S()), C(S(), P(3, 3))), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(S(), C(S(), Z())), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(10, 19, 19, 19, 19, 19, 19, 19, 19, 19)",848,1.0
5718,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 3)), C(R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(R(S(), C(S(), P(3, 2)), R(S(), R(S(), P(3, 2), S()), Z())), Z(), P(4, 2)), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z())))), C(R(S(), C(S(), P(3, 2)), R(S(), R(S(), P(3, 2), S()), Z())), Z(), P(4, 2)), C(R(S(), C(S(), P(3, 2)), R(S(), R(S(), P(3, 2), S()), Z())), Z(), P(4, 2)), C(R(R(S(), P(2, 1), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(20, 94, 6, 22, 6, 22, 6, 22, 6, 22)",856,1.0
5719,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), P(4, 3), C(R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(S(), R(S(), P(3, 2), S()), Z())), C(R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(S(), C(C(S(), S()), C(S(), Z())))), C(R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(S(), R(S(), P(3, 2), S()), Z())), C(R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(S(), C(C(S(), S()), C(S(), Z())))), C(S(), C(S(), Z())), C(S(), Z()), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 2, 16, 16, 16, 16, 16, 16, 16, 16)",925,1.0
5720,"R(P(3, 2), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(S(), C(C(S(), S()), C(S(), Z()))), Z(), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 16, 16, 16, 16, 16, 16, 16, 16, 16)",948,1.0
5721,"R(C(R(S(), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), C(S(), C(S(), P(3, 2))), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z())), C(C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 1)))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), P(4, 3))), C(C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 1)))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), P(4, 3)), C(C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 1)))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), P(4, 3)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), Z(), C(S(), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 14, 14, 14, 14, 14, 14, 14, 14, 14)",952,1.0
5722,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 1)))), C(C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(C(C(S(), S()), C(S(), S())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), P(4, 4)), P(4, 3), C(S(), C(S(), Z()))), C(C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(C(C(S(), S()), C(S(), S())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), P(4, 4)), P(4, 3), C(S(), C(S(), Z()))), C(C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(C(C(S(), S()), C(S(), S())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), P(4, 4)), P(4, 3), C(S(), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(20, 14, 6, 6, 6, 6, 6, 6, 6, 6)",991,1.0
5723,"R(C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 1)))), C(C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(S(), C(C(S(), S()), C(S(), Z()))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), C(S(), Z()))), P(4, 1), P(4, 3)), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 1)))), C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 1)))), P(4, 4), P(4, 3), C(S(), Z())), Z(), C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 1)))), P(4, 4), P(4, 3), C(S(), Z())))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z()))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), C(S(), Z()))), P(4, 1), P(4, 3))), P(4, 4), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(12, 48, 48, 48, 48, 48, 48, 48, 48, 48)",1054,1.0
5724,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), P(3, 1)), C(C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z()))), C(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), P(4, 2)), C(S(), C(C(S(), S()), C(S(), Z())))), C(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), P(4, 2)), C(C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z()))), C(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), P(4, 2)), C(S(), C(C(S(), S()), C(S(), Z())))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(15, 11, 11, 11, 11, 11, 11, 11, 11, 11)",1093,1.0
5725,"R(C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 13, 13, 13, 13, 13, 13, 13, 13, 13)",1173,1.0
5726,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), P(3, 2)), C(R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S()), C(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), C(S(), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(S(), C(S(), Z()))), C(C(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(S(), C(S(), Z()))), P(4, 3))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(S(), C(S(), Z()))), P(4, 3))), P(4, 4), C(C(S(), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S()))), C(C(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(S(), C(S(), Z()))), P(4, 3)), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), Z(), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 15, 17, 27, 29, 39, 41, 51, 53, 63)",1677,1.0
5727,"P(2, 1)","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(8, 8, 9, 9, 7)",7,2.0
5728,"P(2, 2)","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(10, 3, 8, 3, 5)",7,2.0
5729,"C(S(), P(2, 1))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(9, 9, 10, 10, 8)",15,2.0
5730,"C(S(), P(2, 2))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(11, 4, 9, 4, 6)",15,2.0
5731,"R(S(), P(3, 2), S())","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(12, 5, 10, 5, 7)",20,2.0
5732,"C(S(), C(S(), P(2, 1)))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(10, 10, 11, 11, 9)",23,2.0
5733,"R(P(1, 1), P(3, 1), S())","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(7, 7, 8, 8, 6)",24,2.0
5734,"R(S(), C(S(), P(3, 2)), S())","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(20, 13, 19, 14, 14)",28,2.0
5735,"C(S(), R(S(), P(3, 2), S()))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(13, 6, 11, 6, 8)",28,2.0
5736,"C(C(S(), S()), C(S(), P(2, 1)))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(11, 11, 12, 12, 10)",31,2.0
5737,"R(S(), C(S(), P(3, 2)), P(1, 1))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(19, 12, 18, 13, 13)",32,2.0
5738,"R(S(), C(S(), P(3, 2)), C(S(), S()))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(21, 14, 20, 15, 15)",36,2.0
5739,"C(C(S(), S()), R(S(), P(3, 2), S()))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(14, 7, 12, 7, 9)",36,2.0
5740,"C(R(P(1, 1), P(2, 1), Z()), P(2, 2))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(9, 2, 7, 2, 4)",36,2.0
5741,"R(S(), C(S(), C(S(), P(3, 2))), S())","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(28, 21, 28, 23, 21)",36,2.0
5742,"C(S(), C(C(S(), S()), C(S(), P(2, 1))))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(12, 12, 13, 13, 11)",39,2.0
5743,"R(S(), C(S(), C(S(), P(3, 2))), P(1, 1))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(27, 20, 27, 22, 20)",40,2.0
5744,"C(S(), C(C(S(), S()), R(S(), P(3, 2), S())))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(15, 8, 13, 8, 10)",44,2.0
5745,"R(C(S(), S()), C(S(), P(3, 2)), C(S(), S()))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(22, 15, 21, 16, 16)",44,2.0
5746,"R(S(), C(C(S(), S()), C(S(), P(3, 2))), S())","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(36, 29, 37, 32, 28)",44,2.0
5747,"R(S(), C(S(), C(S(), P(3, 2))), C(S(), S()))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(29, 22, 29, 24, 22)",44,2.0
5748,"C(R(S(), R(S(), P(3, 2), S()), Z()), P(2, 1))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(17, 17, 19, 19, 15)",45,2.0
5749,"C(R(S(), R(S(), P(3, 2), S()), Z()), P(2, 2))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(21, 7, 17, 7, 11)",45,2.0
5750,"C(C(S(), S()), C(C(S(), S()), C(S(), P(2, 1))))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(13, 13, 14, 14, 12)",47,2.0
5751,"R(S(), C(C(S(), S()), C(S(), P(3, 2))), P(1, 1))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(35, 28, 36, 31, 27)",48,2.0
5752,"R(S(), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S())","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(4, 1, 1, 1, 1)",49,2.0
5753,"R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(18, 11, 17, 12, 12)",49,2.0
5754,"C(S(), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(23, 16, 22, 17, 17)",52,2.0
5755,"C(C(S(), S()), C(C(S(), S()), R(S(), P(3, 2), S())))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(16, 9, 14, 9, 11)",52,2.0
5756,"R(S(), C(C(S(), S()), C(S(), P(3, 2))), C(S(), S()))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(37, 30, 38, 33, 29)",52,2.0
5757,"R(S(), C(S(), C(S(), P(3, 2))), C(S(), C(S(), S())))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(30, 23, 30, 25, 23)",52,2.0
5758,"R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S())","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(3, 0, 0, 0, 0)",53,2.0
5759,"C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(2, 1)))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(19, 19, 21, 21, 17)",53,2.0
5760,"C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(2, 2)))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(23, 9, 19, 9, 13)",53,2.0
5761,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(2, 1))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(18, 18, 20, 20, 16)",53,2.0
5762,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(2, 2))","((8, 10), (8, 3), (9, 8), (9, 3), (7, 5))","(22, 8, 18, 8, 12)",53,2.0
